ruolo,nome,squadra,qt_fanta,ia,fascia_o_valore,note,sos,accoppiata,fv,pg,media,fmedia,gol,ass,amm,gol_subiti,p_med_aste,p_stat,p_gol_m,tr_media,tr_gol
A,Ghedjemis,Frosinone,8,70.48,Quarta,Bonus,,Atalanta Como Napoli,0. N.D,,,,,,,,1.4749999999999999,ND,ND,,
A,Vitinha O.,Genoa,8,70.48,Scomm.,Titolare,,Juventus Bologna Como,0.6216261007025347,31,5.95,6.39,5,1,5,,3.6,8.76244151550293,14.49914015477214,1,1
A,Geubbels,Lecce,8,70.48,Quarta,Scommessa,Rigorista,Parma Bologna Fiorentina,0. N.D,,,,,,,,3.0500000000000003,ND,ND,,
A,Osmajic,Genoa,8,70.48,,Subentrante,Scommessa,Juventus Bologna Como,,,,,,,,,0.725,ND,ND,,
A,Bonny,Inter,7,68.81,Scomm.,Affidabile,Bonus,Milan Sassuolo Juventus,0.6583353566602985,27,6.15,6.83,5,4,1,,5.225,7.927509781064149,14.49914015477214,1,-1
A,Boga,Juventus,7,68.81,Scomm.,Scommessa,Subentrante,Torino Genoa Roma,0.5647538234863488,13,6.19,7.15,4,1,1,,4.25,6.80062435396674,11.599312123817713,1,1
A,Varela G.,Monza,7,68.81,Quarta,Scommessa,Bonus,Lecce Venezia Atalanta,0. N.D,,,,,,,,5.725,ND,ND,,
A,Rrahmani Al.,Venezia,7,68.81,Scomm.,Scommessa,,Cagliari Monza Bologna,0. N.D,,,,,,,,0.575,ND,ND,,
A,Gnonto,Fiorentina,7,,,,,Cagliari Como Lazio,,,,,,,,,1.0250000000000001,ND,ND,,
A,Sulemana K.,Atalanta,6,66.78,,Scommessa,Subentrante,"Frosinone, Bologna Cagliari",0.5380177373897652,21,6,6.24,2,1,4,,0.575,5.389323675433278,5.799656061908856,1,1
A,Kvernadze,Frosinone,6,66.78,Quarta,Scommessa,Bonus,Atalanta Como Napoli,0. N.D,,,,,,,,1.975,ND,ND,,
A,Noslin,Lazio,6,66.78,Scomm.,Subentrante,,Roma Fiorentina Torino,0.5591869961947521,23,6.02,6.5,4,2,4,,0.65,5.601376140882832,11.599312123817713,1,1
A,Stulic,Lecce,6,66.78,,Inaffidabile,,Parma Bologna Fiorentina,0.6612405730061965,30,5.73,6.12,4,0,1,,0.7,6.6236468198030725,11.599312123817713,1,1
A,Neres,Napoli,6,66.78,Scomm.,Bonus,Affidabile,Roma Bologna Frosinone,0.5602877550911847,16,6.19,6.84,3,3,3,,2.725,5.6124024427483965,8.699484092863285,1,1
A,Zapata D.,Torino,6,66.78,Scomm.,Affidabile,Infortuni,Juventus Lazio Lecce,0.6276759312876897,23,5.83,6.13,3,1,0,,0.85,6.287429803708788,8.699484092863285,-1,-1
A,Zeballos,Monza,6,,,,,Lecce Venezia Atalanta,,,,,,,,,0.95,ND,ND,,
A,Maldini,Cagliari,5,64.25,Quarta,Bonus,Infortuni,Atalanta Fiorentina Venezia,0.5407774179485504,18,5.94,6.31,2,1,1,,3.925,4.343118637899295,5.799656061908856,-1,-1
A,Birligea,Frosinone,5,,,,,Atalanta Como Napoli,,,,,,,,,0.525,ND,ND,,
A,Ngonge,Monza,5,,,,,Lecce Venezia Atalanta,,,,,,,,,0.8,ND,ND,,
A,Borrelli,Cagliari,4,60.96,,Subentrante,,Atalanta Fiorentina Venezia,0.602261721110944,26,5.92,6.46,5,1,4,,0.55,3.6713874518923144,14.49914015477214,1,1
A,Mendy P.,Cagliari,4,60.96,Scomm.,Affidabile,,Atalanta Fiorentina Venezia,0.48969223075375934,8,5.94,6.62,2,0,1,,1,2.9851638386749166,5.799656061908856,1,1
A,Havel,Genoa,4,60.96,,Scommessa,Subentrante,Juventus Bologna Como,0. N.D,,,,,,,,0.525,ND,ND,,
A,N'Dri,Lecce,4,60.96,Scomm.,Scommessa,,Parma Bologna Fiorentina,0.5088095903038372,17,5.82,6.09,2,0,3,,0.675,3.1017032624921916,5.799656061908856,1,1
A,Camarda,Milan,4,60.96,,Subentrante,,Inter Parma Cagliari,0.5499874857702169,18,5.67,5.64,1,0,1,,0.925,3.352723713255242,2.899828030954428,-1,1
A,Mota,Monza,4,60.96,Scomm.,Affidabile,,Lecce Venezia Atalanta,0. N.D,,,,,,,,0.825,ND,ND,,
A,Giovane,Napoli,4,60.96,,Scommessa,Affidabile,Roma Bologna Frosinone,0.6475027965608381,31,6,6.45,3,6,2,,0.575,3.947177047834869,8.699484092863285,1,1
A,Lang,Napoli,4,60.96,Scomm.,Scommessa,,Roma Bologna Frosinone,0.5105022499142541,14,6.04,6.32,1,2,2,,0.975,3.112021715477293,2.899828030954428,1,1
A,Lucca,Napoli,4,60.96,,Scommessa,Subentrante,Roma Bologna Frosinone,0.46237024679649397,9,5.72,6,1,0,1,,1.3,2.818609024471427,2.899828030954428,-1,-1
A,Frigan,Parma,4,60.96,,Infortuni,,Lecce Sassuolo Milan,0. N.D.,0,0,0,0,0,0,,0.55,ND,0,,
A,Kulenovic,Torino,4,60.96,,Scommessa,Subentrante,Juventus Lazio Lecce,0.43427303223694974,7,5.71,5.79,0,1,2,,0.5,2.6473284045164456,0,1,1
A,Gueye,Udinese,4,60.96,,,,Genoa Lecce Milan,0.4768438771782904,13,5.77,5.92,1,0,2,,0.55,2.9068402752788582,2.899828030954428,1,1
A,Adorante,Venezia,4,60.96,,Scommessa,Subentrante,Cagliari Monza Bologna,0. N.D,,,,,,,,0.575,ND,ND,,
A,Robinson J.,Monza,4,60.96,,Subentrante,,Lecce Venezia Atalanta,,,,,,,,,0.575,ND,ND,,
A,Milik,Juventus,4,60.96,,Infortuni,,Torino Genoa Roma,,,,,,,,,0.575,ND,ND,,
A,Fatah,Lecce,4,,,,,Parma Bologna Fiorentina,,,,,,,,,0.525,ND,ND,,
A,Nzola,Cagliari,4,,,,,Atalanta Fiorentina Venezia,,,,,,,,,0.975,ND,ND,,
A,Ekhator,Juventus,3,56.34,,Subentrante,Scommessa,Torino Genoa Roma,0.5712428920745365,25,5.96,6.28,3,0,3,,0.6,2.413786840460954,8.699484092863285,1,1
A,Elphege,Parma,3,56.34,,Subentrante,,Lecce Sassuolo Milan,0.5092587695233637,8,6,6.88,2,1,0,,0.75,2.151872930620973,5.799656061908856,1,1
A,Lontani,Parma,3,,,,,Lecce Sassuolo Milan,,,,,,,,,0.75,ND,ND,,
A,Trepy,Cagliari,1,35.69,,Scommessa,,Atalanta Fiorentina Venezia,0.416212696690179,3,5.67,5.67,0,0,0,,0.475,0.3713657786218122,0,1,1
A,Bayo V.,Udinese,1,35.69,,Scommessa,Subentrante,Genoa Lecce Milan,0.4752082095272545,12,5.75,5.83,0,1,0,,0.475,0.42400452495069285,0,1,1
A,Lisman,Venezia,1,35.69,,,,Cagliari Monza Bologna,0. N.D,,,,,,,,0.45,ND,ND,,
A,Lauberbach,Venezia,1,35.69,,,,Cagliari Monza Bologna,0. N.D,,,,,,,,0.45,ND,ND,,
A,De Martis,Parma,1,,,,,Lecce Sassuolo Milan,,,,,,,,,0.45,ND,ND,,
A,Robinho Junior,Genoa,1,,,,,Juventus Bologna Como,,,,,,,,,0,ND,ND,,
